CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
679440,11000384789,2011384789,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/29/2011 04:43:00 PM,N 130 ST / AURORA AV N,N,N1,402.2000,-122.34497772,47.723210988,"(47.723210988, -122.34497772)",,,,
879601,12000275730,2012275730,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",08/19/2012 01:59:00 AM,11XX BLOCK OF 4TH AVE,K,K1,8100.2019,-122.333887756,47.607158143,"(47.607158143, -122.333887756)",,,,
1998253,17000170238,2017170238,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/15/2017 12:10:38 AM,92XX BLOCK OF 29 AV SW,F,F2,11402.3003,-122.36998,47.520134,"(47.520134, -122.36998)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
2027421,17000223493,2017223493,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/21/2017 04:09:58 PM,NW 41 ST / 6 AV NW,B,B2,4800.303,-122.363594,47.656933,"(47.656933, -122.363594)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1928259,17000037897,201737897,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,01/31/2017 05:29:55 PM,30XX BLOCK OF S MYRTLE ST,S,S1,11002.1017,-122.293755,47.538914,"(47.538914, -122.293755)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,01/31/2017 03:13:32 PM
143179,10000438091,2010438091,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/21/2010 03:57:00 PM,38XX BLOCK OF S EDMUNDS ST,R,R3,10300.5006,-122.284455045,47.558653228,"(47.558653228, -122.284455045)",,,,
806320,12000157462,2012157462,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,05/22/2012 09:58:00 AM,W NICKERSON ST / 13 AV W,Q,Q2,5900.1005,-122.373613433,47.655510924,"(47.655510924, -122.373613433)",,,,
47224,10000292569,2010292569,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,08/21/2010 03:07:00 PM,XX BLOCK OF S HENDERSON ST,S,S3,11800.6013,-122.266822921,47.523299135,"(47.523299135, -122.266822921)",,,,
1529455,15000296800,2015296800,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",08/25/2015 01:14:00 PM,8XX BLOCK OF S ORCAS ST,O,O3,10900.2060,-122.321905962,47.550016132,"(47.550016132, -122.321905962)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,08/25/2015 11:58:00 AM
1072675,15000130962,2015130962,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,04/22/2015 04:14:00 AM,BROADWAY E / E THOMAS ST,E,E1,7401.2007,-122.32089215,47.621075774,"(47.621075774, -122.32089215)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,
1737606,16000169350,2016169350,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,05/15/2016 03:45:22 AM,10XX BLOCK OF 1 AV,K,K1,8100.1027,-122.33656,47.605053,"(47.605053, -122.33656)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,05/15/2016 02:39:43 AM
1045543,15000092619,201592619,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,03/21/2015 02:42:00 PM,65XX BLOCK OF 48 AV NE,U,U3,3900.2010,-122.276900988,47.676686334,"(47.676686334, -122.276900988)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALARMS,SUSPICIOUS CIRCUMSTANCES,
719032,12000026014,201226014,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,01/27/2012 06:37:00 PM,6 AV / CHERRY ST,K,K1,8500.1011,-122.328736482,47.604874649,"(47.604874649, -122.328736482)",,,,
1737571,16000169355,2016169355,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,05/15/2016 02:55:09 AM,1 AV / BLANCHARD ST,D,D1,8002.2006,-122.345215,47.612606,"(47.612606, -122.345215)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1823289,16000315823,2016315823,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/31/2016 05:43:30 PM,XX BLOCK OF W ROY ST,Q,Q3,7000.5006,-122.35735,47.625717,"(47.625717, -122.35735)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/31/2016 03:31:45 PM
19284,10000251803,2010251803,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/22/2010 12:12:00 AM,117XX BLOCK OF 1ST AVE NE,N,N3,600.5003,-122.328780914,47.714984515,"(47.714984515, -122.328780914)",,,,
909142,12000322886,2012322886,192,MISDEMEANOR WARRANT SERVICE,WARRANT CALLS,ARREST,09/22/2012 10:34:00 PM,DEXTER AV N / HARRISON ST,D,D1,7200.1031,-122.342374968,47.622054282,"(47.622054282, -122.342374968)",,,,
461158,11000331052,2011331052,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,10/08/2011 09:03:00 PM,1XX BLOCK OF BROADWAY E,E,E1,7400.3005,-122.320863687,47.619323644,"(47.619323644, -122.320863687)",,,,
668871,11000373001,2011373001,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,11/17/2011 02:05:00 PM,44XX BLOCK OF 14TH AVE NW,J,J2,4700.2045,-122.373600567,47.661113041,"(47.661113041, -122.373600567)",,,,
1534426,15000302879,2015302879,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/30/2015 12:07:00 AM,34XX BLOCK OF SW ADMIRAL WY,W,W1,9900.4007,-122.376080309,47.578152573,"(47.578152573, -122.376080309)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/29/2015 08:38:00 PM
1493076,15000252498,2015252498,,,,,,46 AV S / S JUNEAU ST,R,R3,10200.3009,-122.275388882,47.549706587,"(47.549706587, -122.275388882)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,07/23/2015 08:16:00 AM
1976555,17000129957,2017129957,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,04/14/2017 05:17:01 AM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1792439,16000264780,2016264780,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,07/24/2016 04:36:28 AM,6XX BLOCK OF 1 AV,K,K1,8100.1036,-122.334175,47.60215,"(47.60215, -122.334175)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,07/24/2016 04:21:40 AM
1040784,15000085578,201585578,161,TRESPASS,TRESPASS,TRESPASS,03/15/2015 09:28:00 PM,100XX BLOCK OF AURORA AV N,N,N3,1300.3000,-122.344655381,47.701792106,"(47.701792106, -122.344655381)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
686139,11000395021,2011395021,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,12/08/2011 10:40:00 PM,8XX BLOCK OF ALASKAN WAY,K,K3,8100.1027,-122.359084275,47.617431797,"(47.617431797, -122.359084275)",,,,
597306,11000164425,2011164425,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/23/2011 07:10:00 PM,101XX BLOCK OF AURORA AVE N,N,N2,1300.3000,-122.344663988,47.70251635,"(47.70251635, -122.344663988)",,,,
1119371,15000197977,2015197977,350,HAZARDS,HAZARDS,HAZARDS,06/13/2015 09:23:00 AM,12 AV NE / NE 70 ST,U,U1,2600.3005,-122.315668948,47.679449708,"(47.679449708, -122.315668948)",TRAFFIC - BO SIGNALS AND DOWN SIGNS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,06/13/2015 07:48:00 AM
2119949,14000244136,2014244136,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,07/25/2014 09:43:00 PM,13XX BLOCK OF W EMERSON ST,Q,Q2,5900.1006,-122.374254728,47.653997287,"(47.653997287, -122.374254728)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
617149,11000177928,2011177928,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/04/2011 02:48:00 AM,10XX BLOCK OF S ROSE ST,F,F3,11200.2038,-122.318242684,47.529001185,"(47.529001185, -122.318242684)",,,,
1111714,15000187032,2015187032,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,06/05/2015 01:47:00 PM,XX BLOCK OF BLAINE ST,Q,Q2,6800.2017,-122.356284837,47.634742803,"(47.634742803, -122.356284837)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
36971,10000277264,2010277264,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,08/09/2010 09:48:00 PM,2XX BLOCK OF MERCER ST,D,D1,7100.2001,-122.352139788,47.624571354,"(47.624571354, -122.352139788)",,,,
810530,12000163998,2012163998,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,05/27/2012 05:37:00 PM,NE 45 ST / 7 AV NE,U,U2,5200.5005,-122.320728644,47.661316753,"(47.661316753, -122.320728644)",,,,
916148,12000332263,2012332263,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/29/2012 05:08:00 PM,17XX BLOCK OF N NORTHGATE WAY,N,N3,1300.1001,-122.337298804,47.705875445,"(47.705875445, -122.337298804)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/29/2012 02:19:00 PM
1654621,16000022280,201622280,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,01/19/2016 08:16:12 PM,42XX BLOCK OF RAINIER AV S,R,R2,10100.4012,-122.28842,47.56496,"(47.56496, -122.28842)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,01/19/2016 06:33:19 PM
1619487,15000414195,2015414195,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,11/28/2015 12:23:06 PM,22XX BLOCK OF 5 AV,D,D2,7200.1054,-122.34242,47.61565,"(47.61565, -122.34242)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
553494,11000137990,2011137990,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/01/2011 03:23:00 AM,4XX BLOCK OF BOREN AVE,E,E3,8500.2012,-122.321550992,47.605412858,"(47.605412858, -122.321550992)",,,,
910132,12000324032,2012324032,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/23/2012 10:49:00 PM,55XX BLOCK OF S AVON ST,S,S3,11900.4000,-122.264974524,47.501381393,"(47.501381393, -122.264974524)",,,,
2109350,14000229882,2014229882,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,07/14/2014 03:42:00 PM,S OTHELLO ST / 39 AV S,S,S1,11000.2001,-122.283399766,47.53704366,"(47.53704366, -122.283399766)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
747570,12000068362,201268362,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/06/2012 03:01:00 AM,3 AV / BLANCHARD ST,M,M2,7200.2025,-122.343493864,47.613934038,"(47.613934038, -122.343493864)",,,,
2089114,14000201969,2014201969,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,06/24/2014 07:28:00 AM,7XX BLOCK OF 7 AV,D,D3,8500.1018,-122.327950526,47.605696752,"(47.605696752, -122.327950526)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/24/2014 06:41:00 AM
1835935,16000338305,2016338305,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/18/2016 12:00:52 AM,HARRISON ST / 1 AV N,Q,Q3,7100.2012,-122.35543,47.6221,"(47.6221, -122.35543)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
462724,11000333294,2011333294,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/11/2011 06:12:00 AM,62XX BLOCK OF AIRPORT WAY S,O,O2,10400.4012,-122.314300144,47.547707552,"(47.547707552, -122.314300144)",,,,
952949,12000379674,2012379674,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,11/05/2012 12:27:00 PM,OCCIDENTAL AV S / S MASSACHUSETTS ST,K,K3,9300.2031,-122.333267848,47.588225834,"(47.588225834, -122.333267848)",TRU - THEFT,OTHER PROPERTY,THEFT,11/05/2012 11:05:00 AM
1826052,16000320853,2016320853,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/04/2016 02:47:23 PM,8XX BLOCK OF NW CARKEEK PARK RD,N,N1,1400.4000,-122.366806,47.711246,"(47.711246, -122.366806)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
703693,12000002810,20122810,073,AUTO RECOVERY,AUTO RECOVERIES,AUTO THEFTS,01/03/2012 11:12:00 PM,48XX BLOCK OF CORSON AVE S,R,R2,9300.3113,-122.317589169,47.559422072,"(47.559422072, -122.317589169)",,,,
622876,11000181609,2011181609,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,06/07/2011 01:15:00 AM,NE 153 ST / BOTHELL WY NE,99,99,NULL,-122.289602679,47.739579993,"(47.739579993, -122.289602679)",,,,
66042,10000319326,2010319326,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,09/12/2010 12:23:00 AM,4XX BLOCK OF BROADWAY E,E,E1,7500.3005,-122.320915219,47.622558497,"(47.622558497, -122.320915219)",,,,
1654397,16000021853,201621853,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,01/19/2016 03:01:15 PM,9 AV N / THOMAS ST,D,D2,7200.1043,-122.33977,47.620876,"(47.620876, -122.33977)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
1821183,16000312244,2016312244,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/28/2016 10:47:00 PM,62XX BLOCK OF RAINIER AV S,R,R3,10200.3012,-122.27655,47.546677,"(47.546677, -122.27655)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1670154,16000049165,201649165,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,02/10/2016 12:34:23 PM,SW HINDS ST / 45 AV SW,W,W1,9800.5004,-122.38942,47.573845,"(47.573845, -122.38942)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
556800,11000141005,2011141005,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/03/2011 06:39:00 PM,32 AV S / S MYRTLE ST,S,S1,11000.1006,-122.292216581,47.541597658,"(47.541597658, -122.292216581)",,,,
760411,12000088383,201288383,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",03/23/2012 05:41:00 PM,16XX BLOCK OF 12TH AVE,C,C2,7500.4005,-122.316863509,47.615848062,"(47.615848062, -122.316863509)",,,,
120255,10000398627,2010398627,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,11/15/2010 09:21:00 PM,12XX BLOCK OF S CLOVERDALE ST,F,F3,11200.3002,-122.316246131,47.526444721,"(47.526444721, -122.316246131)",,,,
1923067,17000028336,201728336,161,TRESPASS,TRESPASS,TRESPASS,01/24/2017 03:35:29 AM,11XX BLOCK OF COLUMBIA ST,E,E3,8500.1000,-122.32328,47.608143,"(47.608143, -122.32328)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1931357,17000043669,201743669,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,02/05/2017 03:47:36 AM,3XX BLOCK OF NW MARKET ST,B,B2,4800.1002,-122.361885,47.66828,"(47.66828, -122.361885)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,02/05/2017 01:05:18 AM
752159,12000075796,201275796,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,03/12/2012 04:08:00 PM,14 AV S / S MC CLELLAN ST,O,O1,10000.4006,-122.314658795,47.57863691,"(47.57863691, -122.314658795)",,,,
920877,12000338694,2012338694,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,10/04/2012 09:11:00 AM,13 AV / E UNION ST,E,E2,8600.1001,-122.315484407,47.612906622,"(47.612906622, -122.315484407)",ACC - UNK INJURIES,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10/04/2012 07:32:00 AM
1882670,16000420906,2016420906,171,PARKS EXCLUSION,PARKS EXCLUSIONS,MISCELLANEOUS MISDEMEANORS,11/21/2016 03:20:55 PM,5XX BLOCK OF OLIVE WY,M,M2,7300.3033,-122.33684,47.612896,"(47.612896, -122.33684)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,11/21/2016 03:05:03 PM
1299603,13000032759,201332759,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,01/29/2013 12:13:00 PM,45XX BLOCK OF 16TH AVE NE,U,U3,5301.1005,-122.310843378,47.662168194,"(47.662168194, -122.310843378)",,,,
2116089,14000238703,2014238703,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,07/21/2014 06:47:00 PM,23XX BLOCK OF BEACON AV S,O,O1,10000.4003,-122.315388373,47.581892665,"(47.581892665, -122.315388373)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,07/21/2014 01:22:00 PM
1671798,16000052095,201652095,440,MOTORIST ASSIST,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,02/12/2016 04:40:52 PM,FAIRVIEW AV N / REPUBLICAN ST,D,D3,7300.1018,-122.33428,47.62316,"(47.62316, -122.33428)",TRAFFIC - ASSIST MOTORIST,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
2004730,17000181974,2017181974,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,05/23/2017 01:02:50 PM,42XX BLOCK OF WOODLAND PARK AV N,B,B3,5000.2005,-122.34459,47.65893,"(47.65893, -122.34459)",TRU - THEFT,OTHER PROPERTY,THEFT,
2042620,14000185952,2014185952,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",06/11/2014 06:57:00 PM,30XX BLOCK OF S MYRTLE ST,O,O3,11000.3000,-122.293751051,47.538912492,"(47.538912492, -122.293751051)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",06/11/2014 04:32:00 PM
2101497,14000219043,2014219043,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,07/06/2014 09:24:00 PM,N 60 ST / EVANSTON AV N,B,B3,3500.2019,-122.351417682,47.672450266,"(47.672450266, -122.351417682)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,07/06/2014 09:23:00 PM
1972044,17000121587,2017121587,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,04/07/2017 12:54:16 PM,35 AV NE / NE 125 ST,L,L3,700.1,-122.29079,47.719254,"(47.719254, -122.29079)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,04/07/2017 11:54:30 AM
1700883,16000101377,2016101377,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/23/2016 07:19:45 PM,85XX BLOCK OF 15 AV NW,J,J1,1600.3015,-122.37681,47.69152,"(47.69152, -122.37681)",ALARM - BANK (HOLD-UP),ALACAD,SUSPICIOUS CIRCUMSTANCES,03/23/2016 07:03:15 PM
129496,10000412333,2010412333,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",11/29/2010 10:53:00 AM,21XX BLOCK OF 5TH AVE,M,M2,7200.1058,-122.341124283,47.614880281,"(47.614880281, -122.341124283)",,,,
984252,12000419587,2012419587,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/08/2012 06:51:00 PM,36XX BLOCK OF 4TH AVE S,O,O2,9300.3060,-122.329103766,47.571548575,"(47.571548575, -122.329103766)",,,,
2135475,14000265325,2014265325,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,08/11/2014 12:08:00 PM,30XX BLOCK OF NE 143 ST,L,L1,100.4002,-122.295187446,47.731965721,"(47.731965721, -122.295187446)",TRU - THEFT,OTHER PROPERTY,THEFT,08/11/2014 08:58:00 AM
1691039,16000085184,201685184,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/10/2016 05:30:33 PM,5 AV / BATTERY ST,D,D2,7200.2011,-122.344376,47.616802,"(47.616802, -122.344376)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1851625,16000366853,2016366853,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/10/2016 08:41:53 AM,1 AV S / S FOREST ST,O,O1,9300.3030,-122.334206,47.577724,"(47.577724, -122.334206)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/10/2016 03:35:56 AM
29607,10000266662,2010266662,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/02/2010 02:06:00 AM,2XX BLOCK OF NE NORTHGATE WAY,N,N3,1200.4001,-122.326852754,47.708617248,"(47.708617248, -122.326852754)",,,,
1997227,17000168449,2017168449,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,05/13/2017 03:21:45 PM,4 AV / PIKE ST,M,M3,8100.2005,-122.336685,47.610214,"(47.610214, -122.336685)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1002741,12000438351,2012438351,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/24/2012 03:14:00 PM,28XX BLOCK OF SW BARTON ST,F,F2,11400.3007,-122.36934938,47.521036639,"(47.521036639, -122.36934938)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,12/24/2012 02:21:00 PM
920788,12000338597,2012338597,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/04/2012 05:04:00 AM,32XX BLOCK OF SW MYRTLE ST,W,W3,11500.1002,-122.374570646,47.539210853,"(47.539210853, -122.374570646)",,,,
917874,12000334630,2012334630,042,"HARASSMENT, THREATS - BY TELEPHONE, WRITING","THREATS, HARASSMENT","THREATS, HARASSMENT",10/01/2012 11:52:00 AM,4XX BLOCK OF 23RD AVE,G,G3,8800.4004,-122.302797171,47.605660239,"(47.605660239, -122.302797171)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",10/01/2012 10:11:00 AM
1623826,15000421656,2015421656,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/04/2015 06:50:40 PM,23XX BLOCK OF 16 AV S,R,R1,9400.3038,-122.312096,47.581993,"(47.581993, -122.312096)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1629285,15000430970,2015430970,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,12/12/2015 04:36:57 PM,21XX BLOCK OF SW HOLDEN ST,F,F1,10701.2015,-122.3618,47.533695,"(47.533695, -122.3618)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/12/2015 03:03:18 PM
19681,10000252259,2010252259,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,07/22/2010 11:09:00 AM,2XX BLOCK OF PIKE ST,K,K1,8100.2004,-122.338348307,47.609517439,"(47.609517439, -122.338348307)",,,,
